|name_job|type_busy|qualification|location|federalDistrictCode|skills|salary_min|salary_max|salary_stat_mean
443|devops инженер|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|prometheus,TCP,Jenkins,Sonic MQ,Tibco,IP,ELK,CI,MySQL,Cassandra,GitLab,RedLab TG,Ansible,PostgreSQL,RabbitMQ,Litota Group c,MongoDB,HR,Linux,grafana,RedLab,IT,Tarantool,Kafka,DEVOPS,ClickHouse,docker|200000.0|400000.0|108900
444|data scientist|full-time|junior|м о с к в а|1.0|gross,in,Spark,AutoDL,Pandas,catboost,DL,alfa,www,habr,Pytorch,Learn,MLOps,linkedin,AutoML,Scikit,xgboost,com,lightgbm,Hadoop,articles,DS,ru,Python,NAS,Numpy,companies,https,Kaggle Competition Master,ML,OSidorshin,company,stack,blog,Hive,DE|120000.0|240000.0|104400
445|product analytics lead|remote|senior|n o t l o c a t i o n|Not_cod|UE,Grafana,Google Tag Manager,Kiwitaxi,commerce,com,Google Analytics,GMV,Power BI,SQL,unit,https,Product Analytics,Intermediate,IT|15000.0|150000.0|108900
446|продуктовый аналитик|full-time|senior|с а н к т п е т е р б у р г|2.0|GMT,mail,IT,SQL,Python,Lucky hunter e,Product Analyst|370000.0|450000.0|105200
447|стажер по направлению deep learning|internship|junior|м о с к в а|1.0|gross,in,Spark,Pandas,catboost,DL,alfa,www,habr,Deep Learning,Pytorch,Learn,linkedin,Scikit,xgboost,TG,me,com,firstov,lightgbm,Hadoop,articles,ru,Python,Numpy,aleksey,companies,https,ML,company,blog,Hive|60000.0|120000.0|104400
448|data scientist|remote|middle|n o t l o c a t i o n|Not_cod|hhtmFrom,hh,vacancy,ru,HH,https|250000.0|450000.0|108900
449|computer vision engineer|full-time|senior|м о с к в а|1.0|Sick days,cv,face recognition,XR,EIoU,PyTorch,USDT X,AWS CLI,Labs Inc,VR,re|350000.0|500000.0|104400
450|аналитик данных|full-time|middle|м о с к в а|1.0|ELT,PySpark,Bell Integrator,noSql,python,ETL,Spark,UDF,Kanban,SQL,Agile,Softline,Hadoop|200000.0|200000.0|104400
451|data analyst|full-time|middle|м о с к в а|1.0|CTE,DWH,dbt,Yandex DataLens,Datalens,Metabase,Tableau,OLAP Ad,Qlik,net,PostgreSQL,Power BI,ru,SQL,BI,Telegram,hoc,MSSQL,MS SQL,GreenPlum,Airflow,DataLense,join,ClickHouse|200.0|200000.0|104400
452|junior product manager|remote|junior|n o t l o c a t i o n|Not_cod|Compensair,gle,forms,code,CRM analyst,Product Manager,low,c IT,https,CRM,Problem|60000.0|120000.0|108900
453|data analyst|remote|middle|м о с к в а|1.0|AB,ML,agile,SQL,Python,SM|250000.0|300000.0|104400
454|data scientist|full-time|middle|n o t l o c a t i o n|Not_cod|go,python,usd,USDT,Python,SQL,UAE,Go,Datatech Labs  East,telegram|350000.0|400000.0|108900
455|data engineer|full-time|middle|n o t l o c a t i o n|Not_cod|career,dwh,tinkoff,ETL,Greenplum,ru,system,SQL,Python,it,analytics,www,DWH,me,Data Platform,https|150000.0|400000.0|108900
456|техлид генерации audio|full-time|senior|м о с к в а|1.0|XR,ML,Labs Inc,DL Engineer,Audio,cv,Sick days,GenAI,VR|600.0|450000.0|104400
457|системный аналитик|full-time|Not_qualification|м о с к в а|1.0|SQL,REST,Market Lab|250000.0|350000.0|104400
458|data analyst|remote|senior|n o t l o c a t i o n|Not_cod|Data,agile,SQL,DWH,PostgeSQL,Selecty|220000.0|400000.0|108900
459|руководитель онлайн курса ml team lead|remote|senior|n o t l o c a t i o n|Not_cod|ML,IT,OTUS,Zoom|3000.0|3000.0|108900
460|системный аналитик|full-time|middle|n o t l o c a t i o n|Not_cod|API Rest,Soap,IT,SQL,UML,Centicore,BPMN|250000.0|350000.0|108900
461|data analyst|temporary|senior|м о с к в а|1.0|Top Selection,Power BI,Redash|1600.0|2000.0|104400
462|преподаватель по направлению продуктовая аналитика|part-time|Not_qualification|n o t l o c a t i o n|Not_cod|CET,it,IT Career Hub|2500.0|2500.0|108900
463|bi analyst|remote|junior|n o t l o c a t i o n|Not_cod|HuntIT,Tableau,Tableau Desktop,Tableau Server,IT,BI,Holistics BI,Hard skills|400000.0|400000.0|108900
464|senior product analyst|remote|senior|n o t l o c a t i o n|Not_cod|UAE,Mixpanel,paced,If interested,up to,Project,Responsibilities,Data Science,data analysis,Tableau,In,Hands,Fully,Excellent English skills,dynamic startup environment,Requirements,and quality,retention,Product Analyst,Google Analytics,Analytics,Salary,year gross,Amplitude,Familiarity with A,Looker,Bachelor|15000000.0|15000000.0|108900
465|data engineer|remote|middle|м о с к в а|1.0|Vsemirsoft,Moscow,DWH,Europe,UTC|285000.0|285000.0|104400
466|fullstack аналитик|full-time|middle|n o t l o c a t i o n|Not_cod|Restart,XML,Fullstack,REST API,IT,FinTech,SQL,UML,JSON,BPMN,re|250000.0|350000.0|108900
467|devops инженер|full-time|senior|n o t l o c a t i o n|Not_cod|ARM Templates,Grafana,full time,CloudFormation,Jenkins,AWS CodePipeline,CI,ELK,Docker,Git,GitLab,Terraform,DevOps,Kubernetes,PowerShell,Python,IaC,Microsoft,CD,Bash,DevOps Engineer Expert,Prometheus,Infrastructure as Code,Azure Administrator,Agile,GitHub,AWS|350000.0|450000.0|108900
468|lead системный аналитик dwh|remote|senior|м о с к в а|1.0|Confluence,Jira,gross,ETL,Oracle,IT,SQL,DWH|300000.0|300000.0|104400
469|data scientist|full-time|Not_qualification|м о с к в а|1.0|MSSQL,PostgreSQL,Data Science,ETL,Oracle,FinTech,SQL,Python,airflow,grafana,Git,docker|200.0|350000.0|104400
470|middle product analyst|remote|middle|n o t l o c a t i o n|Not_cod|app,Simpals,Matplotlib,Pandas,analyst,PowerBI,web,vacancy,com,Product Analyst,Scipy,Google Data Studio,SQL,Python,Numpy,https,product,IT|300000.0|300000.0|108900
471|помощник исследователя в области al|part-time|junior|с а н к т п е т е р б у р г|2.0|AI,TensorFlow,Hugging Face Transformers,Flask,Docker,pandas,Git,Django,learn,GCP,PyTorch,FastAPI,NLP,Azure,NumPy,Python,scikit,Al,AWS,transformers|1000.0|1200.0|105200
472|junior исследователь|full-time|junior|м о с к в а|1.0|tensorflow,VisionLabs,Python,video analytics,DeepFake,object detection,CV,pytorch,etc|117000.0|193000.0|104400
473|преподаватель онлайн курса ml для финансового анализа|remote|Not_qualification|n o t l o c a t i o n|Not_cod|ML,Zoom,IT,best practices,OTUS|350.0|3000.0|108900
474|data scientist|full-time|middle|n o t l o c a t i o n|Not_cod|net,ML,PyTorch,NLP,numpy,ru,Python,catboost,IT,www,CV,pandas,sklearn,https,TensorFlow,data science|200.0|200000.0|108900
475|аналитик dwh|full-time|middle|м о с к в а|1.0|net,ELT,PostgreSql,ETL,BPMN,UseCases,MBiS,IT,DWH,UseCase,UML,DE|250000.0|300000.0|104400
476|data engineer|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|CTE,ETL,Spark,DWH,Wildberries,Hadoop,PostgreSQL,WMS,Greenplum,SQL,Python,BI,DQ,Data,Apache airflow,IT,Kafka,ClickHouse,Debezium|250000.0|250000.0|108900
477|data engineer|full-time|middle|м о с к в а|1.0|ETL,DV,Outlines Tech,DataMesh,me,Ancor,Git,OLAP,SLA,SQL,Outlines Technologies,Python,tech,https,Airflow,Oracle,IT,Clickhouse,Postgres,etc|215000.0|215000.0|104400
478|архитектор dwh|full-time|senior|м о с к в а|1.0|ETL,pipelines,Inmon,DWH,Kimball,web,API,me,Code review,data,Prefect,Greenplum,SQL,Python,BI,Teradata,https,MS SQL,Nifi,Airflow,Oracle,Data vault,Postgres|350000.0|470000.0|104400
479|data engineer|remote|middle|м о с к в а|1.0|ETL,pipelines,Inmon,DWH,Kimball,web,API,CI,me,Git,Code review,data,Prefect,PostgreSQL,Greenplum,SQL,Python,Linux,BI,CD,Teradata,https,MS SQL,Nifi,Airflow,Oracle,Data vault,Agile,Clickhouse,Kafka,Postgres|270000.0|350000.0|104400
480|data engineer|remote|middle|n o t l o c a t i o n|Not_cod|AI,ETL,Machine Learning,cloud,Yandex,Cyber Staff,Vertica,PostgreSQL,DevOps,MPP,Greenplum,SLA,SQL,HR,https,IT,Agile,Clickhouse,Kafka,ClickHouse,SaaS|200000.0|200000.0|108900
481|data аналитик|full-time|middle|n o t l o c a t i o n|Not_cod|Microsoft Power BI,ETL,of,DWH,Causal Inference,skyeng,VIP,lamoda,analyst,Google Cloud,BD,BA,Product,Google Big Query,BB,Kolesa Group,the,state,data,SQL,group,Python,Family Day,BI,we,product,https,hashtag,tech,art,career,ML,Data,Airflow,tg|900000.0|1300000.0|108900
482|lead machine learning engineer|remote|senior|n o t l o c a t i o n|Not_cod|ECCV,Gradient,Computer Vision,Image,FFmpeg,of,PhD,Pytorch,github,production,SOTA,Scikit,Apple,Best of,Persona,the,ICCV,state,computer vision,Python,GAN,art,OpenCV,ML,ready,CVPR,computer science,transformers|1000000.0|1000000.0|108900
483|младший аналитик стажер|full-time|junior|с а н к т п е т е р б у р г|2.0|SQL,Python,MS Excel,VBA,Big Data|100000.0|100000.0|105200
484|data engineer|remote|middle|n o t l o c a t i o n|Not_cod|AI,ETL,Machine Learning,cloud,Yandex,Cyber Staff,Vertica,PostgreSQL,DevOps,MPP,Greenplum,SLA,SQL,HR,IT,Agile,Clickhouse,Kafka,ClickHouse,SaaS|200000.0|200000.0|108900
485|системный аналитик|remote|Not_qualification|м о с к в а|1.0|SDLC,TOGAF,TCP,Wi,Go,MQTT,MIST,Jira,Juniper,IP,Ruckus,CCNA,IEEE,Miro,Firmware,Lua,ArchiMate,Nginx,Redis,Fi,Huawei,docker,MongoDB,Linux,Caddy,RADIUS,UML,System analyst,CNWA,AAA,Eltex,TACACS,Cisco,IT,Mattermost,BPMN,Vue|250000.0|350000.0|104400
486|data analyst|remote|middle|р е с п у б л и к а т ы в а|6.0|Microsoft Office,Xfit,RnD,SQL,Ad,SQL Oracle,Skyeng,hoc|230000.0|260000.0|104200
487|data engineer|remote|senior|n o t l o c a t i o n|Not_cod|UAE,Design,paced,up to,Project,Responsibilities,Data Science,B testing,Tableau,If interested,Fully,Product,dynamic startup environment,Requirements,and quality,Fluent English,Google Analytics,Salary,year gross,Amplitude,test,NoSQL databases,Airflow,Conduct experimenting,Postgres,Engineering,Bachelor|13000000.0|13000000.0|108900
488|data engineer|full-time|senior|м о с к в а|1.0|Apache Kafka,Trino,python,java,ETL,Big Data SQL,Gitlab,Apache Flink,Hive,Impala,com,dbt,Git,NiFi,Apache Airflow|350000.0|350000.0|104400
489|bi аналитик|full-time|junior|м о с к в а|1.0|PBI,Tableau,Power BI,tg,BWG,SQL,BI,Black Wall Group|120000.0|200000.0|104400
490|middle продуктовый аналитик |remote|middle|n o t l o c a t i o n|Not_cod|CR,ARPPU,Google Analytics,Google BigQuery,mobile,KPI,MentalHealth,ARPU,Amplitude,IT,SQL,AppMetrica,ROI,retention,LTV|230000.0|250000.0|108900
491|data engineer|remote|Not_qualification|n o t l o c a t i o n|Not_cod|oracle,PBI,Xfit,SELECTY,postgreSQL,sql,join,IT,OLAP excel,Selecty,FitMost,BI,windows,greenplum,Skyeng|250000.0|300000.0|108900
492|data engineer|full-time|middle|n o t l o c a t i o n|Not_cod|career,dwh,tinkoff,ETL,Greenplum,ru,system,SQL,Python,it,analytics,www,DWH,me,Data Platform,https|150000.0|400000.0|108900
493|data scientist|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|ML,Binance,Deribit,Salary,USDT,Python,TG,Contact,Cicada Capital Ltd|1000000.0|1400000.0|108900
494|machine learning engineer|temporary|middle|n o t l o c a t i o n|Not_cod|AI,LlamaIndex,RAG,Fine,CV,TensorFlow,Google Cloud,API,MySQL,OpenAI Assistant,UTC,PyTorch,PostgreSQL,FastAPI,Azure,LangChain,HF Transformers,HR,ML,Subscale AI,tuning,REST API,ClickHouse,AWS,SaaS|2500.0|350000.0|108900
495|data engineerdata analyst|full-time|Not_qualification|м о с к в а|1.0|Engineer  Analyst,PostgreSQL,ETL,Neoflex,Greenplum,GreenPlum,Data Vault,Airflow,agile,kanban,IT,SQL,DWH,scrum,Telegram|200000.0|345000.0|104400
496|middle product analyst|full-time|middle|n o t l o c a t i o n|Not_cod|CR,ARPPU,Google Analytics,Google BigQuery,mobile,KPI,MentalHealth,ARPU,Amplitude,IT,SQL,AppMetrica,ROI,retention,LTV|230000.0|250000.0|108900
497|middle php разработчик|full-time|middle|n o t l o c a t i o n|Not_cod|Laravel,Redash,full time,Postrges,mVas,PHP,API,MySQL,SoKseniya,me,SOLID,Revenue Sharing,Docker,Git,Composer,PostgreSQL,RabbitMQ,Kibana,Gitlab,SQL,unit,https,REST API,CPA,Mysql,Clickhouse,Redis,ClickHouse|200000.0|250000.0|108900
498|data scientist|full-time|senior|n o t l o c a t i o n|Not_cod|Spark,Data Science,production,PL,Git,Hadoop,PySpark,Oracle Exadata,Python,MLflow,SQL,Linux,Bash,iRW,AB,ML,Science,ready,Airflow,KPI,Hive,etc|350000.0|350000.0|108900
499|junior bi аналитик|full-time|junior|с а н к т п е т е р б у р г|2.0|PostgreSQL,Ad,Superset,Power Query,Power Pivot,DAX,ru,SQL,BI,Excel,PowerBI,hoc|65000.0|65000.0|105200
500|искусственному интеллекту  специалист по robot operating system таким образом|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|ML,Robot Operating System,AI,ROS,DS,CV|250000.0|400000.0|108900
501|data analyst|full-time|senior|n o t l o c a t i o n|Not_cod|Finstar,Power BI,DAX,Gross efficiency,SQL,Recovery rate|200000.0|300000.0|108900
502|data analytics|remote|middle|n o t l o c a t i o n|Not_cod|Spark,Grafana,broadcast join,Git,PySpark,Data Analytics,DS,Spark UI,SQL,Python,it,BI,seaborn,group by,Top Selection,PyTest,plotly,ML,DA,Airflow,CVM,join,matplotlib,DE,data science|300000.0|335000.0|108900
503|machine learning engineer|temporary|middle|n o t l o c a t i o n|Not_cod|AI,LlamaIndex,RAG,Fine,TensorFlow,Google Cloud,API,MySQL,OpenAI Assistant,UTC,PyTorch,PostgreSQL,FastAPI,Azure,LangChain,HF Transformers,HR,ML,Subscale AI,tuning,REST API,ClickHouse,AWS,SaaS|2500.0|350000.0|108900
504|data engineerdata analyst|full-time|Not_qualification|м о с к в а|1.0|PostgreSQL,ETL,Neoflex,Greenplum,GreenPlum,Data Vault,Airflow,agile,kanban,IT,SQL,DWH,scrum,Telegram|200000.0|345000.0|104400
505|data аналитик middle|remote|middle|n o t l o c a t i o n|Not_cod|DA,Google Analytics,Data,DstLab,Power BI,web,MySQL,data,MS SQL|260000.0|320000.0|108900
506|продуктовый аналитик|full-time|middle|м о с к в а|1.0|AB,ReDash,Tableau,Power BI,Redash,SQL,Python|200000.0|400000.0|104400
507|product analyst|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|Business,Pandas,Hunters,io,PlantUML,mockup,Git,Product Analyst,UTC,net,data,draw,PowerPoint,flow,SQLAlchemy,SciPy,Amplitude,Python,SQL,Blockchain,Numpy,utc,IT,etc|300000.0|500000.0|108900
508|data scientist|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|ML,Binance,Deribit,Salary,USDT,Python,TG,Contact,Cicada Capital Ltd|1000000.0|1400000.0|108900
509|системный аналитик|full-time|middle|м о с к в а|1.0|Confluence,ML,Jira,SOAP,AI,MQ,XML,WMT Group,REST API,IT,SQL,Agile,CSV,Kafka,JSON|200000.0|300000.0|104400
510|data аналитик|full-time|middle|n o t l o c a t i o n|Not_cod|PostgreSQL,Data,GreenPlum,IT,SQL,DWH,GAPov,Kafka,Top Selection,ClickHouse|230000.0|250000.0|108900
511|преподаватель онлайн курсов|remote|Not_qualification|n o t l o c a t i o n|Not_cod|zoom c,MLOps,Machine Learning,IT,OTUS|300000.0|400000.0|108900
512|прикладной администратор mlops инфраструктуры|remote|middle|м о с к в а|1.0|MLOPS,batch ML,kubernetes,MLOps,Feature Store,AutoML,Online,Devops,Agile,CD,Deploy|260000.0|310000.0|104400
513|ml инженер|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|Stable Diffusion,ML,OpenCV,Fast API,open,SD,Docker,source,SDxl|200000.0|200000.0|108900
514|devops инженер|full-time|senior|n o t l o c a t i o n|Not_cod|ARM Templates,Grafana,full time,CloudFormation,Jenkins,AWS CodePipeline,CI,ELK,Docker,Git,GitLab,Terraform,DevOps,Kubernetes,PowerShell,Python,IaC,Microsoft,CD,Bash,Prometheus,Infrastructure as Code,Agile,GitHub,AWS|250000.0|450000.0|108900
515|data scientist|full-time|Not_qualification|м о с к в а|1.0|in,api,DL,Nvidia Tesla,www,core,Data Science,linkedin,com,Prod,SQL,https,Research,ML,postgres,RAM|400000.0|400000.0|104400
516|продуктовый аналитик|remote|middle|n o t l o c a t i o n|Not_cod|AB,CTE,Full HD,Superset,mobile,web,viju,Viasat tech,driven,Viasat Tech,it,SQL,Python,BI,digital,Viju,Smart TV,data|250000.0|300000.0|108900
517|data scientist|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|ML,Binance,Deribit,Salary,USDT,Python,TG,Contact,Cicada Capital Ltd|1000000.0|1400000.0|108900
518|data engineer|full-time|middle|n o t l o c a t i o n|Not_cod|career,dwh,tinkoff,ETL,Greenplum,ru,system,SQL,Python,it,analytics,www,DWH,me,Data Platform,https|150000.0|400000.0|108900
519|data engineer|full-time|senior|n o t l o c a t i o n|Not_cod|ETL,Spark,www,Java,Data Science,linkedin,API,Teza Technologies,com,pandas,Structured,Prod,Hadoop,data,numpy,data IO,Python,https,ELT,Research,Data Vendors,on,PhD of Math,engineer,DE,data science,AWS,In|400000.0|800000.0|108900
520|продуктовый аналитик|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|net,ad,PostgreSQL,su,Google Analytics,Firebase,monopoly,tatiana,ru,gavrilenko,Python,SQL,AppMetrica,UX,https,ClickHouse,hoc|160000.0|200000.0|105200
521|руководитель проектов data science|full-time|senior|м о с к в а|1.0|in,DL,DWH,www,CPU,core,Data Science,MLOps,linkedin,PnL,com,Prod,Hadoop,DS,ru,SQL,Python,ML System Design,MacBook,https,Research,ML,RAM,DE|300000.0|400000.0|104400
522|dl engineer|remote|senior|n o t l o c a t i o n|Not_cod|NN,ML,SOTA DL,NLP,AI,deep learning,DL Engineer,SOTA,Kaggle,TTS,CV|600000.0|600000.0|108900
523|dl engineer|full-time|senior|n o t l o c a t i o n|Not_cod|NN,ML,SOTA DL,NLP,AI,deep learning,DL Engineer,SOTA,Kaggle,TTS,CV,full time|600000.0|600000.0|108900
524|senior product analyst|remote|senior|n o t l o c a t i o n|Not_cod|Looker,UAE,Mixpanel,paced,If interested,up to,Project,Data Science,Responsibilities,data analysis,Tableau,Hands,Fully,dynamic startup environment,Excellent English skills,Requirements,retention,and quality,Product Analyst,Google Analytics,Analytics,Salary,year gross,Amplitude,Familiarity with A,HOOK,In,Bachelor|14000000.0|14000000.0|108900
525|стажер продуктовый аналитик|full-time|junior|м о с к в а|1.0|SQL,Python,BI,Excel|80000.0|80000.0|104400
526|data engineer|remote|middle|n o t l o c a t i o n|Not_cod|ETL,off,hr,Airflow,ru,SQL,Python,IT,me,BI,day,https|200000.0|200000.0|108900
527|data scientist|remote|middle|n o t l o c a t i o n|Not_cod|MSSQL,github,PostgreSQL,Github,Sklearn,Matplotlib,Pandas,Python,SQL,it,Numpy,MySQL,Clickhouse,Top Selection,data science,Apache Airflow,Scipy|400000.0|850000.0|108900
528|аналитик|remote|Not_qualification|n o t l o c a t i o n|Not_cod|in,TON Api,com,the,net,to,ru,https,company,TON Connect,blog|50000.0|50000.0|108900
529|data engineer|remote|senior|n o t l o c a t i o n|Not_cod|Spark,Near Real,Apache Pinot,Java,Kubernetes c,Scala,API,Flink,JSON,data,PySpark,NoSQL,SQL,Python,ML,YTsaurus,Airflow,time,Clickhouse,Kafka,Postgres|350000.0|450000.0|108900
530|data engineer|remote|senior|м о с к в а|1.0|Apache Kafka,PostgreSQL,ETL,MS SQL Server,Greenplum,Arenadata,SQL,Python,me,com,Clickhouse,https,DQ,Apache Airflow,Hadoop,Apache NiFi|130000.0|160000.0|104400
531|продуктовый аналитик|full-time|Not_qualification|в о р о н е ж с к а я о б л а с т ь|1.0|AB,Surf,Appmetrica,LOVE REPUBLIC,Lamoda,ERP,CJM,LTV,Custdev,IT,Amplitude,CLT,KFC,Job stories,Firebase,Retention Rate,PWA,Delivery Club|150000.0|300000.0|109300
532|data engineer|full-time|senior|n o t l o c a t i o n|Not_cod|Python,SQL,Your Personal Agent|300000.0|400000.0|108900
533|ml engineer|remote|senior|n o t l o c a t i o n|Not_cod|PyTorch,tuning LLM,NLP,Data Science,fine,RESTful API,LLM,Python,SQL,EXCDEV,Falcon,Git,TensorFlow|270000.0|350000.0|108900
534|data analyst|full-time|middle|м о с к в а|1.0|SuperSet,DataLens,Tableau,Performance review,Glassford Global,SQL,Python,IT,BI,PowerBI|220000.0|260000.0|104400
535|ds разработчик|remote|Not_qualification|n o t l o c a t i o n|Not_cod|ML,numpy,DS,Python,pandas,sklearn|1000.0|1000.0|108900
536|lead data engineer|remote|senior|n o t l o c a t i o n|Not_cod|ELT,ETL,Spark,GreenPlum,Airflow,job,ru,Python,SQL,DWH,me,dbt,Kafka,https,Apache Airflow|500000.0|500000.0|108900
537|backend developer python|full-time|senior|n o t l o c a t i o n|Not_cod|Developer Python,Backend,full time|250000.0|250000.0|108900
538|data analyst|remote|middle|n o t l o c a t i o n|Not_cod|net,ETL,Ptolemay,Tableau,Power BI,git,kafka,IT,Python,SQL,matplotlib,airflow,Linux,seaborn,BI,nifi,docker|300000.0|400000.0|108900
539|data engineer|remote|middle|n o t l o c a t i o n|Not_cod|API,CI,me,com,OLAP,DevOps,NoSQL,OLTP,Python,SQL,RDBMS,CD,https,code review,ELT,data governance,FESCO,IT,Infrastructure as code|240000.0|240000.0|108900
540|data engineer|remote|middle|n o t l o c a t i o n|Not_cod|PostgreSQL,ETL,ru,DWH,me,https,MS SQL|180000.0|180000.0|108900
541|ml lead|full-time|senior|с а н к т п е т е р б у р г|2.0|Saiga,LlamaIndex,RAG,vLLM,LMDeploy,LLM,MLC,HRMLab,MVP,TensorRT,pgvector,Mistral,TG,commerce,LangChains,Hugging Face TGI,Llama,DS,StableDiffusion,BERT,ML,Faiss,Qdrant,ChatGPT,Claude,Milvus,Postgres,GPT Functions|300000.0|400000.0|105200
542|data scientistml engineer|full-time|middle|n o t l o c a t i o n|Not_cod|PyTorch,ETH,PostgreSQL,NLP,DeFi,ANN,API,USDT,Python,SciKitLearn,Git,Apache Spark,TensorFlow,Solana|300000.0|800000.0|108900
543|data scientist|remote|junior|м о с к в а|1.0|gross,in,Spark,AutoDL,Pandas,catboost,DL,alfa,www,habr,Pytorch,Learn,MLOps,linkedin,AutoML,Scikit,xgboost,com,lightgbm,Hadoop,articles,DS,ru,Python,NAS,Numpy,companies,https,Kaggle Competition Master,ML,OSidorshin,company,stack,blog,Hive,DE|360000.0|460000.0|104400
544|data engineer|internship|junior|с а н к т п е т е р б у р г|2.0|Tech,NoSQL,SCRUM,ru,SQL,Python,Aston,RUB GROSS,ASTON|23000.0|70000.0|105200
545|data scientist|remote|senior|с а н к т п е т е р б у р г|2.0|IDF,Benefactory,Spark,HDFS,Pandas,DL,CV,TF,CRM,Hadoop,PyTorch,PySpark,NLP,DS,SciPy,ru,Python,SQL,Numpy,ML,DF API,Apache,Airflow,Hive,Kafka,sklearn,day off|350000.0|500000.0|105200
546|middle mlops|full-time|middle|с а н к т п е т е р б у р г|2.0|ETL,Feature Store,RAG,MLOps,CI,MLops,pgvector,commerce,Docker,GitLab,Ansible,Database Postgres,Terraform,Kubernetes,Python,CD,Stack,ELT,ML,Faiss,Qdrant,Milvus|170000.0|250000.0|105200
547|data engineer|remote|senior|n o t l o c a t i o n|Not_cod|Rancher,Zookeeper,ETL,HDFS,Spark,DWH,Groovy,Ranger,Java,SAP BW,Zabbix,CI,MySQL,me,Docker,Git,NDA,Ansible,Hadoop,Apache Nifi,SAS,Unix,Talend,ru,SQL,Informatica,Linux,CD,https,BigData,Airflow,DataLake,MsSQL,Oracle,Hive,Postgres,Yarn|40.0|2400.0|108900
548|data engineer|remote|middle|м о с к в а|1.0|HDInsight,ETL,Spark,Yandex,DWH,SAP BW,Azure DevOPS,SConsulting,Chef,Scala,Azure Data Factory,Europe,DSC,Ansible,Hadoop,UTC,data,Yandex DL,Azure,Yandex Data Lake,SQL,Python,Pentaho,Pig,Azure DL,YDL,Moscow,Hive,ADL,Puppet,SSIS,Salt|250000.0|290000.0|104400
549|инженер по данным|full-time|middle|р е с п у б л и к а т а т а р с т а н т а т а р с т а н|4.0|ApacheAirflow,MS SSIS,ETL,AirFlow,Data Build Tool,DBT,SMP,Tableau,Microsoft SQL Server,me,pandas,Git,Qlik,numpy,MPP,Greenplum,ru,SQL,Python,BI,https,ELT,REST API,Oracle|130000.0|130000.0|112800
550|data analyst|full-time|middle|n o t l o c a t i o n|Not_cod|numpy,python,DstLab,Power BI,git,kafka,SQL,airflow,matplotlib,seaborn,pandas,nifi,ASAP,docker|200000.0|280000.0|108900
551|ml engineerdata scientist|remote|Not_qualification|n o t l o c a t i o n|Not_cod|ML,Binance,Deribit,Salary,USDT,Python,TG,Contact,Cicada Capital Ltd|1300000.0|1500000.0|108900
552|data engineer|full-time|senior|n o t l o c a t i o n|Not_cod|DDL,pgSQL,HDFS,Spark,ETL,DML,DWH,Confluence,Jira,PL,com,Git,ANSI,Hadoop,PostgreSQL,MPP,Greenplum,Gitlab,git,YARN,Bitbucket,SQL,Sqoop,https,Top Selection,ELT,Data,Nifi,kafka,Informatica PowerCenter,SAS DIS|350000.0|400000.0|108900
553|продуктовый аналитик|remote|middle|n o t l o c a t i o n|Not_cod|CustDev,Figma,CJM,Wireframe,it,Miro,User Story Mapping,Top Selection|270000.0|320000.0|108900
554|data engineer|remote|middle|n o t l o c a t i o n|Not_cod|Spark,Near Real,Apache Pinot,Java,Kubernetes c,Scala,API,me,Flink,JSON,data,PySpark,NoSQL,SQL,Python,https,ML,YTsaurus,Airflow,time,Clickhouse,Kafka,Postgres|350000.0|450000.0|108900
555|data инженер senior|full-time|senior|n o t l o c a t i o n|Not_cod|DDL,pgSQL,HDFS,Spark,ETL,DML,DWH,Confluence,Jira,PL,Git,ANSI,Hadoop,PostgreSQL,MPP,Greenplum,Gitlab,git,YARN,Bitbucket,SQL,Sqoop,ELT,Data,Nifi,kafka,Informatica PowerCenter,SAS DIS|350000.0|400000.0|108900
556|продуктовый аналитик|full-time|Not_qualification|м о с к в а|1.0|ReDash,Tableau,Power BI,SQL,Python|270000.0|315000.0|104400
557|middle devops инженер|full-time|senior|м о с к в а|1.0|GCloud,ML,DevOps,docker,Kubernetes,CI,MLFlow,gitlab,OpenSource,Docker,jenkins,CD,full time,Kubeflow,AWS,linux|250000.0|400000.0|104400
558|data engineer|remote|senior|м о с к в а|1.0|Co,ETL,Data Vault,DWH,me,Vertica,Detkin,MPP,SQL,HR,Dagster,Python,Telegram,Amazon Redshift,https,GreenPlum,Airflow,ClickHouse|300000.0|300000.0|104400
559|системный аналитик|full-time|senior|n o t l o c a t i o n|Not_cod|SAP,Confluence,SOAP,Top Selection topselection,SRM,SRM Agora,API,Cloud,SQL,c JIRA,it,com,SAP SRM,REST,SAP Ariba,Docker|210000.0|240000.0|108900
560|продуктовый аналитик|full-time|middle|n o t l o c a t i o n|Not_cod|AB,CTE,Full HD,Superset,mobile,web,Viasat tech,driven,SQL,it,Python,BI,digital,Viju,Smart TV,data|200000.0|300000.0|108900
